location,is_city,zip,County,STATE,City
international falls_MN,1,56649,NA,MN,international falls
milaca_MN,1,56353,NA,MN,milaca
ada_MN,1,56510,NA,MN,ada
thief river falls_MN,1,56701,NA,MN,thief river falls
glenwood_MN,1,56334,NA,MN,glenwood
st. paul_MN,1,55101,NA,MN,st. paul
duluth_MN,1,55802,NA,MN,duluth
benson_MN,1,56215,NA,MN,benson
long prairie_MN,1,56347,NA,MN,long prairie
stillwater_MN,1,55082,NA,MN,stillwater
st. james_MN,1,56081,NA,MN,st. james
winona_MN,1,55987,NA,MN,winona
buffalo_MN,1,55313,NA,MN,buffalo
marble hill_MO,1,63764,NA,MO,marble hill
columbia_MO,1,65202,NA,MO,columbia
camdenton_MO,1,65020,NA,MO,camdenton
keytesville_MO,1,65261,NA,MO,keytesville
liberty_MO,1,64068,NA,MO,liberty
steelville_MO,1,65565,NA,MO,steelville
union_MO,1,63084,NA,MO,union
albany_MO,1,64402,NA,MO,albany
springfield_MO,1,65802,NA,MO,springfield
clinton_MO,1,64735,NA,MO,clinton
lee's summit_MO,1,64064,NA,MO,lee's summit
carthage_MO,1,64836,NA,MO,carthage
hillsboro_MO,1,63050,NA,MO,hillsboro
centerview_MO,1,64019,NA,MO,centerview
lebanon_MO,1,65536,NA,MO,lebanon
troy_MO,1,69101,NA,MO,troy
linneus_MO,1,64653,NA,MO,linneus
maryville_MO,1,64468,NA,MO,maryville
linn_MO,1,65051,NA,MO,linn
caruthersville_MO,1,63830,NA,MO,caruthersville
bowling green_MO,1,63334,NA,MO,bowling green
centerville_MO,1,63633,NA,MO,centerville
eminence_MO,1,65466,NA,MO,eminence
bloomfield_MO,1,63825,NA,MO,bloomfield
forsyth_MO,1,65653,NA,MO,forsyth
greenville_MO,1,63944,NA,MO,greenville
liberty_MS,1,39645,NA,MS,liberty
port gibson_MS,1,39150,NA,MS,port gibson
hernando_MS,1,38632,NA,MS,hernando
gulfport_MS,1,39502,NA,MS,gulfport
jackson_MS,1,39205,NA,MS,jackson
pascagoula_MS,1,39568,NA,MS,pascagoula
fayette_MS,1,39069,NA,MS,fayette
de kalb_MS,1,39328,NA,MS,de kalb
brookhaven_MS,1,39602,NA,MS,brookhaven
columbia_MS,1,39429,NA,MS,columbia
new augusta_MS,1,39462,NA,MS,new augusta
marks_MS,1,38646,NA,MS,marks
brandon_MS,1,39042,NA,MS,brandon
indianola_MS,1,38751,NA,MS,indianola
senatobia_MS,1,38668,NA,MS,senatobia
ripley_MS,1,38663,NA,MS,ripley
tunica_MS,1,38676,NA,MS,tunica
tylertown_MS,1,39667,NA,MS,tylertown
eupora_MS,1,39744,NA,MS,eupora
louisville_MS,1,39339,NA,MS,louisville
chinook_MT,1,59523,NA,MT,chinook
glendive_MT,1,59330,NA,MT,glendive
jordan_MT,1,59337,NA,MT,jordan
philipsburg_MT,1,59858,NA,MT,philipsburg
boulder_MT,1,59632,NA,MT,boulder
polson_MT,1,59860,NA,MT,polson
white sulphur springs_MT,1,59645,NA,MT,white sulphur springs
roundup_MT,1,59072,NA,MT,roundup
glasgow_MT,1,59230,NA,MT,glasgow
wibaux_MT,1,59353,NA,MT,wibaux
neligh_NE,1,68756,NA,NE,neligh
butte_NE,1,68722,NA,NE,butte
hartington_NE,1,68739,NA,NE,hartington
valentine_NE,1,69201,NA,NE,valentine
sidney_NE,1,69162,NA,NE,sidney
omaha_NE,1,80109,NA,NE,omaha
franklin_NE,1,68939,NA,NE,franklin
beaver_NE,1,68926,NA,NE,beaver
burwell_NE,1,68823,NA,NE,burwell
bridgeport_NE,1,69334,NA,NE,bridgeport
nebraska_NE,1,68410,NA,NE,nebraska
pierce_NE,1,68767,NA,NE,pierce
osceola_NE,1,68651,NA,NE,osceola
wilber_NE,1,68465,NA,NE,wilber
papillion_NE,1,68046,NA,NE,papillion
gering_NE,1,69341,NA,NE,gering
stanton_NE,1,68779,NA,NE,stanton
graham_NC,1,27253,NA,NC,graham
wadesboro_NC,1,28170,NA,NC,wadesboro
bolivia_NC,1,28422,NA,NC,bolivia
asheville_NC,1,28801,NA,NC,asheville
concord_NC,1,28026,NA,NC,concord
newton_NC,1,28658,NA,NC,newton
pittsboro_NC,1,27312,NA,NC,pittsboro
murphy_NC,1,28906,NA,NC,murphy
shelby_NC,1,28151,NA,NC,shelby
fayetteville_NC,1,28301,NA,NC,fayetteville
lexington_NC,1,27292,NA,NC,lexington
durham_NC,1,27702,NA,NC,durham
tarboro_NC,1,27886,NA,NC,tarboro
winston-salem_NC,1,27101,NA,NC,winston-salem
louisburg_NC,1,27549,NA,NC,louisburg
gatesville_NC,1,27938,NA,NC,gatesville
greensboro_NC,1,27402,NA,NC,greensboro
lillington_NC,1,27546,NA,NC,lillington
hendersonville_NC,1,28792,NA,NC,hendersonville
statesville_NC,1,28687,NA,NC,statesville
sylva_NC,1,28779,NA,NC,sylva
smithfield_NC,1,27577,NA,NC,smithfield
lincolnton_NC,1,69101,NA,NC,lincolnton
marion_NC,1,28752,NA,NC,marion
castle hayne_NC,1,28401,NA,NC,castle hayne
jackson_NC,1,27845,NA,NC,jackson
jacksonville_NC,1,28540,NA,NC,jacksonville
hillsborough_NC,1,27278,NA,NC,hillsborough
greenville_NC,1,27835,NA,NC,greenville
asheboro_NC,1,27205,NA,NC,asheboro
lumberton_NC,1,28358,NA,NC,lumberton
wentworth_NC,1,27375,NA,NC,wentworth
salisbury_NC,1,28144,NA,NC,salisbury
laurinburg_NC,1,28353,NA,NC,laurinburg
albemarle_NC,1,28001,NA,NC,albemarle
bryson_NC,1,28713,NA,NC,bryson
monroe_NC,1,28112,NA,NC,monroe
raleigh_NC,1,27602,NA,NC,raleigh
goldsboro_NC,1,27533,NA,NC,goldsboro
wilkesboro_NC,1,28697,NA,NC,wilkesboro
valley_ND,1,58072,NA,ND,valley
medora_ND,1,58645,NA,ND,medora
bowbells_ND,1,58721,NA,ND,bowbells
bismarck_ND,1,58501,NA,ND,bismarck
fargo_ND,1,58107,NA,ND,fargo
lamoure_ND,1,58458,NA,ND,lamoure
towner_ND,1,58788,NA,ND,towner
lakota_ND,1,58344,NA,ND,lakota
mohall_ND,1,58761,NA,ND,mohall
wahpeton_ND,1,58075,NA,ND,wahpeton
fort yates_ND,1,58538,NA,ND,fort yates
cando_ND,1,58324,NA,ND,cando
hillsboro_ND,1,58045,NA,ND,hillsboro
williston_ND,1,58801,NA,ND,williston
keene_NH,1,3431,NA,NH,keene
boscawen_NH,1,3303,NA,NH,boscawen
mays landing_NJ,1,8330,NA,NJ,mays landing
hackensack_NJ,1,7601,NA,NJ,hackensack
cape may court house_NJ,1,8210,NA,NJ,cape may court house
newark_NJ,1,7102,NA,NJ,newark
woodbury_NJ,1,8096,NA,NJ,woodbury
jersey_NJ,1,7302,NA,NJ,jersey
trenton_NJ,1,8608,NA,NJ,trenton
new brunswick_NJ,1,8901,NA,NJ,new brunswick
paterson_NJ,1,7505,NA,NJ,paterson
somerville borough_NJ,1,8876,NA,NJ,somerville borough
newton_NJ,1,7860,NA,NJ,newton
albuquerque_NM,1,87102,NA,NM,albuquerque
las cruces_NM,1,88007,NA,NM,las cruces
española_NM,1,87532,NA,NM,española
portales_NM,1,88130,NA,NM,portales
aztec_NM,1,87410,NA,NM,aztec
las vegas_NM,1,87701,NA,NM,las vegas
truth or consequences_NM,1,87901,NA,NM,truth or consequences
socorro_NM,1,87801,NA,NM,socorro
taos_NM,1,87571,NA,NM,taos
estancia_NM,1,87016,NA,NM,estancia
los lunas_NM,1,87031,NA,NM,los lunas
minden_NV,1,80109,NA,NV,minden
eureka_NV,1,89316,NA,NV,eureka
battle mountain_NV,1,89820,NA,NV,battle mountain
pahrump_NV,1,89060,NA,NV,pahrump
carson_NV,1,89701,NA,NV,carson
reno_NV,1,89512,NA,NV,reno
albany_NY,1,12207,NA,NY,albany
little valley_NY,1,14755,NA,NY,little valley
mayville_NY,1,14757,NA,NY,mayville
elmira_NY,1,14902,NA,NY,elmira
poughkeepsie_NY,1,12601,NA,NY,poughkeepsie
buffalo_NY,1,14202,NA,NY,buffalo
batavia_NY,1,14020,NA,NY,batavia
catskill_NY,1,12414,NA,NY,catskill
geneseo_NY,1,14454,NA,NY,geneseo
rochester_NY,1,14614,NA,NY,rochester
lockport_NY,1,14095,NA,NY,lockport
syracuse_NY,1,13202,NA,NY,syracuse
goshen_NY,1,10924,NA,NY,goshen
carmel_NY,1,10512,NA,NY,carmel
new_NY,1,10977,NA,NY,new
ballston spa_NY,1,12020,NA,NY,ballston spa
watkins glen_NY,1,14891,NA,NY,watkins glen
bath_NY,1,14810,NA,NY,bath
riverhead_NY,1,11901,NA,NY,riverhead
lake george_NY,1,12845,NA,NY,lake george
jefferson_OH,1,44047,NA,OH,jefferson
hamilton_OH,1,45011,NA,OH,hamilton
springfield_OH,1,45502,NA,OH,springfield
cleveland_OH,1,44113,NA,OH,cleveland
greenville_OH,1,45331,NA,OH,greenville
delaware_OH,1,43015,NA,OH,delaware
lancaster_OH,1,43130,NA,OH,lancaster
washington court house_OH,1,43160,NA,OH,washington court house
columbus_OH,1,43215,NA,OH,columbus
xenia_OH,1,45385,NA,OH,xenia
cincinnati_OH,1,45202,NA,OH,cincinnati
logan_OH,1,43138,NA,OH,logan
jackson_OH,1,45640,NA,OH,jackson
mount vernon_OH,1,43050,NA,OH,mount vernon
painesville_OH,1,44077,NA,OH,painesville
ironton_OH,1,45638,NA,OH,ironton
newark_OH,1,43055,NA,OH,newark
toledo_OH,1,43604,NA,OH,toledo
youngstown_OH,1,44503,NA,OH,youngstown
dayton_OH,1,45422,NA,OH,dayton
circleville_OH,1,43113,NA,OH,circleville
canton_OH,1,44705,NA,OH,canton
akron_OH,1,44308,NA,OH,akron
lebanon_OH,1,45036,NA,OH,lebanon
upper sandusky_OH,1,43351,NA,OH,upper sandusky
sayre_OK,1,73662,NA,OK,sayre
watonga_OK,1,73772,NA,OK,watonga
el reno_OK,1,73036,NA,OK,el reno
ardmore_OK,1,73401,NA,OK,ardmore
taloga_OK,1,73667,NA,OK,taloga
enid_OK,1,73702,NA,OK,enid
marietta_OK,1,73448,NA,OK,marietta
muskogee_OK,1,74401,NA,OK,muskogee
oklahoma_OK,1,73102,NA,OK,oklahoma
pawhuska_OK,1,74056,NA,OK,pawhuska
stillwater_OK,1,74074,NA,OK,stillwater
shawnee_OK,1,74801,NA,OK,shawnee
sallisaw_OK,1,74955,NA,OK,sallisaw
frederick_OK,1,73542,NA,OK,frederick
tulsa_OK,1,74103,NA,OK,tulsa
oregon_OR,1,97045,NA,OR,oregon
coquille_OR,1,97423,NA,OR,coquille
gold beach_OR,1,97444,NA,OR,gold beach
madras_OR,1,97741,NA,OR,madras
klamath falls_OR,1,97603,NA,OR,klamath falls
albany_OR,1,97322,NA,OR,albany
portland_OR,1,97214,NA,OR,portland
hillsboro_OR,1,97123,NA,OR,hillsboro
mcminnville_OR,1,97128,NA,OR,mcminnville
pittsburgh_PA,1,15129,NA,PA,pittsburgh
hollidaysburg_PA,1,16648,NA,PA,hollidaysburg
stroudsburg_PA,1,18360,NA,PA,stroudsburg
norristown_PA,1,19404,NA,PA,norristown
franklin_PA,1,16323,NA,PA,franklin
abbeville_SC,1,29620,NA,SC,abbeville
aiken_SC,1,29801,NA,SC,aiken
anderson_SC,1,29623,NA,SC,anderson
beaufort_SC,1,29901,NA,SC,beaufort
moncks corner_SC,1,29461,NA,SC,moncks corner
north charleston_SC,1,29405,NA,SC,north charleston
gaffney_SC,1,29340,NA,SC,gaffney
summerville_SC,1,29483,NA,SC,summerville
florence_SC,1,29541,NA,SC,florence
georgetown_SC,1,29442,NA,SC,georgetown
greenville_SC,1,29601,NA,SC,greenville
ridgeland_SC,1,29936,NA,SC,ridgeland
lancaster_SC,1,29721,NA,SC,lancaster
lexington_SC,1,29071,NA,SC,lexington
mullins_SC,1,29574,NA,SC,mullins
walhalla_SC,1,29691,NA,SC,walhalla
orangeburg_SC,1,29116,NA,SC,orangeburg
pickens_SC,1,29671,NA,SC,pickens
columbia_SC,1,29223,NA,SC,columbia
spartanburg_SC,1,29304,NA,SC,spartanburg
sumter_SC,1,29153,NA,SC,sumter
york_SC,1,29745,NA,SC,york
brookings_SD,1,57006,NA,SD,brookings
gann valley_SD,1,57341,NA,SD,gann valley
mound_SD,1,41031,NA,SD,mound
ipswich_SD,1,57451,NA,SD,ipswich
hot springs_SD,1,57747,NA,SD,hot springs
faulkton_SD,1,57438,NA,SD,faulkton
milbank_SD,1,57252,NA,SD,milbank
hayti_SD,1,57241,NA,SD,hayti
madison_SD,1,57042,NA,SD,madison
salem_SD,1,57058,NA,SD,salem
sioux falls_SD,1,57104,NA,SD,sioux falls
redfield_SD,1,57469,NA,SD,redfield
pikeville_TN,1,37367,NA,TN,pikeville
maryville_TN,1,37804,NA,TN,maryville
cleveland_TN,1,37311,NA,TN,cleveland
huntingdon_TN,1,38344,NA,TN,huntingdon
elizabethton_TN,1,37643,NA,TN,elizabethton
ashland_TN,1,37015,NA,TN,ashland
manchester_TN,1,37355,NA,TN,manchester
crossville_TN,1,38555,NA,TN,crossville
dyersburg_TN,1,38024,NA,TN,dyersburg
pulaski_TN,1,38478,NA,TN,pulaski
chattanooga_TN,1,37402,NA,TN,chattanooga
erin_TN,1,37061,NA,TN,erin
knoxville_TN,1,37902,NA,TN,knoxville
jackson_TN,1,38301,NA,TN,jackson
jasper_TN,1,37347,NA,TN,jasper
clarksville_TN,1,37040,NA,TN,clarksville
wartburg_TN,1,37887,NA,TN,wartburg
linden_TN,1,37096,NA,TN,linden
murfreesboro_TN,1,37129,NA,TN,murfreesboro
sevierville_TN,1,37862,NA,TN,sevierville
memphis_TN,1,38103,NA,TN,memphis
dover_TN,1,37058,NA,TN,dover
blountville_TN,1,37617,NA,TN,blountville
gallatin_TN,1,37066,NA,TN,gallatin
spencer_TN,1,38585,NA,TN,spencer
jonesborough_TN,1,37659,NA,TN,jonesborough
franklin_TN,1,37064,NA,TN,franklin
lebanon_TN,1,37087,NA,TN,lebanon
belton_TX,1,76513,NA,TX,belton
san antonio_TX,1,78207,NA,TX,san antonio
gail_TX,1,79738,NA,TX,gail
angleton_TX,1,77515,NA,TX,angleton
bryan_TX,1,77803,NA,TX,bryan
burnet_TX,1,78611,NA,TX,burnet
olmito_TX,1,78520,NA,TX,olmito
rusk_TX,1,75785,NA,TX,rusk
morton_TX,1,79346,NA,TX,morton
mckinney_TX,1,75071,NA,TX,mckinney
new braunfels_TX,1,78130,NA,TX,new braunfels
dallas_TX,1,75207,NA,TX,dallas
hereford_TX,1,79045,NA,TX,hereford
denton_TX,1,76205,NA,TX,denton
dickens_TX,1,79229,NA,TX,dickens
clarendon_TX,1,79226,NA,TX,clarendon
san diego_TX,1,78384,NA,TX,san diego
odessa_TX,1,79760,NA,TX,odessa
el paso_TX,1,79938,NA,TX,el paso
crowell_TX,1,79227,NA,TX,crowell
richmond_TX,1,77469,NA,TX,richmond
galveston_TX,1,77551,NA,TX,galveston
longview_TX,1,75601,NA,TX,longview
anderson_TX,1,77830,NA,TX,anderson
seguin_TX,1,78155,NA,TX,seguin
houston_TX,1,77002,NA,TX,houston
marshall_TX,1,75671,NA,TX,marshall
haskell_TX,1,79521,NA,TX,haskell
san marcos_TX,1,78666,NA,TX,san marcos
edinburg_TX,1,78541,NA,TX,edinburg
crockett_TX,1,75835,NA,TX,crockett
mertzon_TX,1,76941,NA,TX,mertzon
edna_TX,1,77957,NA,TX,edna
jasper_TX,1,75951,NA,TX,jasper
fort davis_TX,1,79734,NA,TX,fort davis
beaumont_TX,1,77705,NA,TX,beaumont
anson_TX,1,79501,NA,TX,anson
karnes_TX,1,78118,NA,TX,karnes
kerrville_TX,1,78028,NA,TX,kerrville
benjamin_TX,1,79505,NA,TX,benjamin
giddings_TX,1,78942,NA,TX,giddings
centerville_TX,1,75833,NA,TX,centerville
george west_TX,1,78022,NA,TX,george west
lubbock_TX,1,79401,NA,TX,lubbock
waco_TX,1,76701,NA,TX,waco
stanton_TX,1,79782,NA,TX,stanton
menard_TX,1,76859,NA,TX,menard
midland_TX,1,79701,NA,TX,midland
conroe_TX,1,77301,NA,TX,conroe
corpus christi_TX,1,78401,NA,TX,corpus christi
orange_TX,1,77631,NA,TX,orange
carthage_TX,1,75633,NA,TX,carthage
farwell_TX,1,79325,NA,TX,farwell
fort stockton_TX,1,79735,NA,TX,fort stockton
amarillo_TX,1,79111,NA,TX,amarillo
amarillo_TX,1,79118,NA,TX,amarillo
big lake_TX,1,76932,NA,TX,big lake
leakey_TX,1,78873,NA,TX,leakey
rockwall_TX,1,75087,NA,TX,rockwall
albany_TX,1,76430,NA,TX,albany
center_TX,1,75935,NA,TX,center
tyler_TX,1,75702,NA,TX,tyler
rio grande_TX,1,78582,NA,TX,rio grande
breckenridge_TX,1,76424,NA,TX,breckenridge
fort worth_TX,1,76196,NA,TX,fort worth
abilene_TX,1,79602,NA,TX,abilene
sanderson_TX,1,79848,NA,TX,sanderson
austin_TX,1,78751,NA,TX,austin
canton_TX,1,75103,NA,TX,canton
victoria_TX,1,77901,NA,TX,victoria
laredo_TX,1,78040,NA,TX,laredo
georgetown_TX,1,78626,NA,TX,georgetown
decatur_TX,1,76234,NA,TX,decatur
graham_TX,1,76450,NA,TX,graham
beaver_UT,1,84713,NA,UT,beaver
logan_UT,1,84321,NA,UT,logan
farmington_UT,1,84025,NA,UT,farmington
panguitch_UT,1,84759,NA,UT,panguitch
kanab_UT,1,84741,NA,UT,kanab
fillmore_UT,1,84631,NA,UT,fillmore
randolph_UT,1,84064,NA,UT,randolph
south salt lake_UT,1,84119,NA,UT,south salt lake
tooele_UT,1,84074,NA,UT,tooele
provo_UT,1,84603,NA,UT,provo
amherst_VA,1,24521,NA,VA,amherst
warm springs_VA,1,24484,NA,VA,warm springs
grundy_VA,1,24614,NA,VA,grundy
rustburg_VA,1,41031,NA,VA,rustburg
berryville_VA,1,22611,NA,VA,berryville
clintwood_VA,1,24228,NA,VA,clintwood
dinwiddie_VA,1,23841,NA,VA,dinwiddie
warrenton_VA,1,20186,NA,VA,warrenton
winchester_VA,1,22602,NA,VA,winchester
stanardsville_VA,1,22973,NA,VA,stanardsville
hanover_VA,1,23069,NA,VA,hanover
martinsville_VA,1,24112,NA,VA,martinsville
monterey_VA,1,24465,NA,VA,monterey
king william_VA,1,23086,NA,VA,king william
leesburg_VA,1,20177,NA,VA,leesburg
mathews_VA,1,23109,NA,VA,mathews
christiansburg_VA,1,24073,NA,VA,christiansburg
lovingston_VA,1,22949,NA,VA,lovingston
orange_VA,1,22960,NA,VA,orange
luray_VA,1,22835,NA,VA,luray
manassas_VA,1,20110,NA,VA,manassas
marion_VA,1,24354,NA,VA,marion
spotsylvania courthouse_VA,1,22553,NA,VA,spotsylvania courthouse
stafford courthouse_VA,1,22554,NA,VA,stafford courthouse
surry_VA,1,23883,NA,VA,surry
montross_VA,1,22520,NA,VA,montross
bennington_VT,1,5201,NA,VT,bennington
st. albans_VT,1,5478,NA,VT,st. albans
newfane_VT,1,5345,NA,VT,newfane
wenatchee_WA,1,98801,NA,WA,wenatchee
port angeles_WA,1,98362,NA,WA,port angeles
vancouver_WA,1,98666,NA,WA,vancouver
coupeville_WA,1,98239,NA,WA,coupeville
seattle_WA,1,98104,NA,WA,seattle
port orchard_WA,1,98366,NA,WA,port orchard
tacoma_WA,1,98402,NA,WA,tacoma
everett_WA,1,98201,NA,WA,everett
spokane_WA,1,99260,NA,WA,spokane
olympia_WA,1,98502,NA,WA,olympia
colfax_WA,1,99111,NA,WA,colfax
green bay_WI,1,54311,NA,WI,green bay
neillsville_WI,1,54456,NA,WI,neillsville
prairie du chien_WI,1,53821,NA,WI,prairie du chien
madison_WI,1,53703,NA,WI,madison
kenosha_WI,1,53140,NA,WI,kenosha
milwaukee_WI,1,53233,NA,WI,milwaukee
phillips_WI,1,54555,NA,WI,phillips
racine_WI,1,53403,NA,WI,racine
janesville_WI,1,53545,NA,WI,janesville
ladysmith_WI,1,54848,NA,WI,ladysmith
whitehall_WI,1,54773,NA,WI,whitehall
waukesha_WI,1,53188,NA,WI,waukesha
waupaca_WI,1,54981,NA,WI,waupaca
wautoma_WI,1,54982,NA,WI,wautoma
oshkosh_WI,1,54901,NA,WI,oshkosh
glenville_WV,1,26351,NA,WV,glenville
charleston_WV,1,25301,NA,WV,charleston
weston_WV,1,26452,NA,WV,weston
welch_WV,1,24801,NA,WV,welch
harrisville_WV,1,26362,NA,WV,harrisville
middlebourne_WV,1,26149,NA,WV,middlebourne
buckhannon_WV,1,26201,NA,WV,buckhannon
new martinsville_WV,1,26155,NA,WV,new martinsville
parkersburg_WV,1,26101,NA,WV,parkersburg
thermopolis_WY,1,82443,NA,WY,thermopolis
buffalo_WY,1,82834,NA,WY,buffalo
casper_WY,1,82601,NA,WY,casper
wheatland_WY,1,82201,NA,WY,wheatland
